periodo;codigo_serie;perfil;cliente_id;periodo_ponderacion;ponderador_mes;yhat_cliente;li_cliente;ls_cliente;submodelo;version_param;clasificacion_serie;nivel_agregacion;precio_base;precio_ajustado;monto_yhat;monto_li;monto_ls;months_diff
2026-01;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-01;0,941176;736;0;1472;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-02;1,0;775;0;1550;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;SONDA NELATON PVC N° 10 T/K97;DRO;10770;2025-03;0,2;154;0;308;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-03;0,8;616;0;1232;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;SONDA NELATON PVC N° 10 T/K97;DRO;10770;2025-04;0,166667;127;0;255;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-04;0,166667;127;0;255;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;SONDA NELATON PVC N° 10 T/K97;DRO;EQUS;2025-04;0,666667;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 10 T/K97;DRO;10770;2025-05;0,058824;45;0;90;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-05;0,235294;179;0;358;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-05;0,705882;537;0;1074;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;SONDA NELATON PVC N° 10 T/K97;DRO;7970;2025-06;0,058824;45;0;89;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-06;0,941176;712;0;1425;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-07;0,176471;133;0;266;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-07;0,823529;621;0;1242;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-08;0,636364;479;0;957;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;SONDA NELATON PVC N° 10 T/K97;DRO;INSUMED;2025-08;0,363636;273;0;547;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-09;1,0;749;0;1498;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 10 T/K97;DRO;10770;2025-10;0,143833;108;0;215;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-10;0,282632;211;0;423;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-10;0,503416;377;0;753;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 10 T/K97;DRO;8315;2025-10;0,064725;48;0;97;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 10 T/K97;DRO;FERAVAL;2025-10;0,005394;4;0;8;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 10 T/K97;DRO;8071;2025-11;0,8;597;0;1194;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-11;SONDA NELATON PVC N° 10 T/K97;DRO;FERAVAL;2025-11;0,2;149;0;298;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;SONDA NELATON PVC N° 10 T/K97;DRO;2446;2025-12;0,5;372;0;745;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;SONDA NELATON PVC N° 10 T/K97;DRO;EQUS;2025-12;0,5;372;0;745;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-04;SONDA NELATON PVC N° 10 T/K97;IPR;8793;2025-04;0,6;42;0;84;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-04;SONDA NELATON PVC N° 10 T/K97;IPR;SWISS MEDICAL GROUP;2025-04;0,4;28;0;56;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 10 T/K97;IPR;7053;2025-05;1,0;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-07;SONDA NELATON PVC N° 10 T/K97;IPR;7053;2025-07;1,0;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 10 T/K97;IPR;8870;2025-08;1,0;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 10 T/K97;IPR;8162;2025-09;1,0;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 10 T/K97;IPR;7132;2025-10;1,0;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 10 T/K97;IPR;8793;2025-11;0,952381;67;0;133;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;SONDA NELATON PVC N° 10 T/K97;IPR;GAMMA;2025-11;0,047619;3;0;7;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-01;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-01;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-03;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-03;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-04;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-05;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-07;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-07;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-08;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-09;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-10;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 10 T/K97;OSP;O.S.GASTRONOMICO;2025-11;1,0;444;0;888;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-01;SONDA NELATON PVC N° 12 T/K93;DRO;2446;2025-01;0,035714;117;25;208;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;SONDA NELATON PVC N° 12 T/K93;DRO;8054;2025-01;0,142857;467;100;834;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-01;0,714286;2334;500;4169;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;SONDA NELATON PVC N° 12 T/K93;DRO;EQUS;2025-01;0,107143;350;75;625;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-02;1,0;3247;602;5892;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-03;0,976431;3152;494;5810;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;SONDA NELATON PVC N° 12 T/K93;DRO;INSUMED;2025-03;0,023569;76;12;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;SONDA NELATON PVC N° 12 T/K93;DRO;2446;2025-04;1,0;3213;414;6012;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 12 T/K93;DRO;2446;2025-05;0,036901;118;12;224;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-05;0,523423;1675;170;3180;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 12 T/K93;DRO;8190;2025-05;0,282649;904;92;1717;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 12 T/K93;DRO;EQUS;2025-05;0,157027;502;51;954;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-06;1,0;3189;236;6142;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-07;0,921517;2930;137;5722;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-07;0,005529;18;1;34;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 12 T/K93;DRO;EQUS;2025-07;0,061434;195;9;381;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 12 T/K93;DRO;FERAVAL;2025-07;0,011519;37;2;72;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-08;0,315789;1001;20;1983;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-08;0,355263;1127;23;2230;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;SONDA NELATON PVC N° 12 T/K93;DRO;INSUMED;2025-08;0,328947;1043;21;2065;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-09;0,868193;2748;0;5496;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-09;0,108524;343;0;687;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;SONDA NELATON PVC N° 12 T/K93;DRO;FERAVAL;2025-09;0,003552;11;0;22;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;SONDA NELATON PVC N° 12 T/K93;DRO;GRUPO POSADAS;2025-09;0,019732;62;0;125;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-10;0,731853;2312;0;4624;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-10;0,256191;809;0;1619;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 12 T/K93;DRO;FERAVAL;2025-10;0,007686;24;0;49;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 12 T/K93;DRO;GRUPO POSADAS;2025-10;0,00427;13;0;27;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-11;1,0;3154;0;6308;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;SONDA NELATON PVC N° 12 T/K93;DRO;7961;2025-12;0,007389;23;0;47;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;SONDA NELATON PVC N° 12 T/K93;DRO;8071;2025-12;0,492611;1552;0;3103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;SONDA NELATON PVC N° 12 T/K93;DRO;8315;2025-12;0,492611;1552;0;3103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;SONDA NELATON PVC N° 12 T/K93;DRO;FERAVAL;2025-12;0,007389;23;0;47;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;SONDA NELATON PVC N° 12 T/K93;IPR;10260;2025-01;1,0;362;0;724;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-02;1,0;365;0;730;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-04;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-04;0,242601;90;0;180;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-04;0,757399;280;0;560;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-05;0,869565;323;0;647;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-05;0,130435;49;0;97;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;SONDA NELATON PVC N° 12 T/K93;IPR;10057;2025-06;0,045593;17;0;34;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;SONDA NELATON PVC N° 12 T/K93;IPR;10427;2025-06;0,022796;9;0;17;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-06;0,303951;113;0;227;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-06;0,62766;234;0;468;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-07;0,315789;118;0;237;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-07;0,684211;257;0;513;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 12 T/K93;IPR;6852;2025-08;0,625;235;0;470;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-08;0,375;141;0;282;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 12 T/K93;IPR;6594;2025-09;0,032258;12;0;24;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-09;0,967742;365;0;730;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 12 T/K93;IPR;12752;2025-10;0,111111;42;0;84;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-10;0,888889;335;0;670;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 12 T/K93;IPR;6269;2025-11;1,0;378;0;756;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;SONDA NELATON PVC N° 12 T/K93;IPR;SWISS MEDICAL GROUP;2025-12;1,0;379;0;758;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-03;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-03;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-04;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-07;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-07;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-08;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-09;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-10;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-11;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;SONDA NELATON PVC N° 12 T/K93;IPU;IPU JUJUY;2025-12;1,0;135;0;270;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-01;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-01;1,0;294;1;587;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-02;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-03;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-05;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-05;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-07;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-07;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-08;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-09;1,0;294;0;588;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-10;1,0;295;0;590;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-11;1,0;295;0;590;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;SONDA NELATON PVC N° 12 T/K93;OSP;O.S.GASTRONOMICO;2025-12;1,0;295;0;590;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-01;1,0;990;0;1980;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-02;0,567376;548;0;1096;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;SONDA NELATON PVC N° 14 T/K94;DRO;ROUCO;2025-02;0,432624;418;0;836;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-03;1,0;946;0;1892;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;SONDA NELATON PVC N° 14 T/K94;DRO;ROUCO;2025-04;1,0;929;0;1858;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-05;1,0;915;0;1830;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-06;1,0;902;0;1804;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;SONDA NELATON PVC N° 14 T/K94;DRO;12627;2025-07;0,012346;11;0;22;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-07;0,987654;881;0;1762;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-08;1,0;883;0;1766;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-09;1,0;875;0;1750;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;SONDA NELATON PVC N° 14 T/K94;DRO;8071;2025-10;1,0;869;0;1738;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
